ck.IssYear,VarName,Value000,Value001,Value002,Value003,Value004,Value005,Value006,Value007,Value008,Value009,Value010,Value011,Value012,Value013,Value014,Value015,Value016,Value017,Value018,Value019,Value020,Value021,Value022,Value023,Value024,Value025,Value026,Value027,Value028,Value029,Value030,Value031,Value032,Value033,Value034,Value035,Value036,Value037,Value038,Value039,Value040,Value041,Value042,Value043,Value044,Value045,Value046,Value047,Value048,Value049,Value050,Value051,Value052,Value053,Value054,Value055,Value056,Value057,Value058,Value059,Value060,Value061,Value062,Value063,Value064,Value065,Value066,Value067,Value068,Value069,Value070,Value071,Value072,Value073,Value074,Value075,Value076,Value077,Value078,Value079,Value080,Value081,Value082,Value083,Value084,Value085,Value086,Value087,Value088,Value089,Value090,Value091,Value092,Value093,Value094,Value095,Value096,Value097,Value098,Value099,Value100,Value101,Value102,Value103,Value104,Value105,Value106,Value107,Value108,Value109,Value110,Value111,Value112,Value113,Value114,Value115,Value116,Value117,Value118,Value119,Value120,Value121,Value122,Value123,Value124,Value125,Value126,Value127,Value128,Value129,Value130,Value131,Value132,Value133,Value134,Value135,Value136,Value137,Value138,Value139,Value140,Value141,Value142,Value143,Value144,Value145,Value146,Value147,Value148,Value149,Value150,Value151,Value152,Value153,Value154,Value155,Value156,Value157,Value158,Value159,Value160,Value161,Value162,Value163,Value164,Value165,Value166,Value167,Value168,Value169,Value170,Value171,Value172,Value173,Value174,Value175,Value176,Value177,Value178,Value179,Value180,Value181,Value182,Value183,Value184,Value185,Value186,Value187,Value188,Value189,Value190,Value191,Value192,Value193,Value194,Value195,Value196,Value197,Value198,Value199,Value200,Value201,Value202,Value203,Value204,Value205,Value206,Value207,Value208,Value209,Value210,Value211,Value212,Value213,Value214,Value215,Value216,Value217,Value218,Value219,Value220,Value221,Value222,Value223,Value224,Value225,Value226,Value227,Value228,Value229,Value230,Value231,Value232,Value233,Value234,Value235,Value236,Value237,Value238,Value239,Value240,Value241,Value242,Value243,Value244,Value245,Value246,Value247,Value248,Value249,Value250,Value251,Value252,Value253,Value254,Value255,Value256,Value257,Value258,Value259,Value260,Value261,Value262,Value263,Value264,Value265,Value266,Value267,Value268,Value269,Value270,Value271,Value272,Value273,Value274,Value275,Value276,Value277,Value278,Value279,Value280,Value281,Value282,Value283,Value284,Value285,Value286,Value287,Value288,Value289,Value290,Value291,Value292,Value293,Value294,Value295,Value296,Value297,Value298,Value299,Value300,Value301,Value302,Value303,Value304,Value305,Value306,Value307,Value308,Value309,Value310,Value311,Value312,Value313,Value314,Value315,Value316,Value317,Value318,Value319,Value320,Value321,Value322,Value323,Value324,Value325,Value326,Value327,Value328,Value329,Value330,Value331,Value332,Value333,Value334,Value335,Value336,Value337,Value338,Value339,Value340,Value341,Value342,Value343,Value344,Value345,Value346,Value347,Value348,Value349,Value350,Value351,Value352,Value353,Value354,Value355,Value356,Value357,Value358,Value359,Value360
<=2019,LivesInForce1,49866,47276.137999999912,46575.287999999942,46002.240999999987,45411.553999999946,44961.484999999928,44469.319000000076,44044.379999999954,43499.579000000005,43179.317999999905,42717.220000000059,42252.770999999957,41659.19400000001,39568.165999999947,39006.38800000005,38511.344000000077,37994.70299999998,37599.297000000028,37162.722000000053,36781.219999999994,36287.827000000121,35998.231000000087,35577.193000000028,35156.450999999957,34619.377999999975,32720.674000000054,32223.114000000005,31789.533000000029,31336.929000000033,30992.340999999971,30611.367999999984,30279.115000000013,29849.281999999977,29596.273999999994,29230.637999999988,28865.253000000084,28398.166000000045,26766.639999999956,26368.822000000015,26017.582000000013,25648.411000000051,25367.991999999951,25057.753000000012,24787.295999999951,24438.460000000039,24232.68400000003,23937.406999999945,23643.032000000025,23267.259000000002,21974.866000000045,21656.884999999991,21378.047999999977,21085.521000000026,20863.543999999987,20618.178999999942,20404.341999999971,20127.948000000044,19964.904999999988,19731.155999999992,19499.25100000004,19204.295000000016,18193.474999999999,17938.73799999995,17717.885000000006,17487.73800000003,17312.93700000002,17119.355999999985,16950.70800000001,16731.891999999963,16603.427999999978,16418.359000000008,16236.040000000005,16004.516999999996,15212.221000000012,15010.018000000009,14834.197000000002,14652.076000000008,14513.504000000008,14359.761000000011,14225.907000000003,14051.826000000001,13949.66799999998,13802.229000000001,13657.31,13473.370000000014,12842.875000000011,12686.396000000001,12547.769999999984,12404.388999999997,12294.685999999998,12173.162999999995,12067.419000000009,11929.564000000004,11848.710999999985,11731.812999999993,11617.000999999997,11470.465999999993,10965.736000000012,10842.003000000021,10729.799999999994,10613.765000000016,10524.449000000001,10425.887000000006,10339.644999999991,10227.257999999991,10161.24400000001,10065.730000000003,9972.0970000000107,9852.9260000000068,9439.4060000000118,9340.4220000000041,9248.3579999999929,9153.9010000000053,9081.0410000000047,9000.3979999999956,8930.152,8837.8300000000127,8783.7489999999962,8705.33499999999,8628.5769999999848,8531.2029999999977,8189.0130000000017,8105.4649999999992,8027.4680000000035,7948.1450000000013,7886.3920000000107,7818.1179999999949,7758.7790000000095,7680.4100000000017,7634.59,7567.8519999999917,7502.6750000000047,7419.7039999999979,7126.2140000000027,7053.8739999999952,6986.9810000000043,6919.0579999999836,6865.7950000000046,6807.2740000000076,6756.030999999999,6688.6799999999957,6649.4269999999988,6592.0380000000032,6535.5759999999982,6463.6420000000053,6206.7910000000084,6142.8879999999981,6084.1420000000035,6024.9289999999955,5978.3140000000012,5926.8980000000038,5882.1750000000002,5823.1569999999965,5788.7120000000023,5738.2009999999946,5688.3510000000033,5624.612000000001,5395.2489999999998,5338.3140000000139,5286.2740000000022,5233.5879999999997,5191.8749999999936,5146.3300000000072,5106.4120000000075,5054.3839999999973,5024.1240000000034,4979.4890000000069,4935.1650000000045,4878.1249999999955,4672.1570000000002,4621.2369999999964,4574.5940000000073,4527.5469999999987,4489.9919999999966,4449.532000000002,4413.882999999998,4367.4639999999972,4340.4890000000059,4300.5800000000008,4260.9039999999932,4209.5080000000007,4022.9919999999984,3976.8669999999961,3934.5759999999927,3891.7329999999997,3857.8270000000043,3821.2919999999981,3788.996000000001,3747.4650000000033,3723.2049999999963,3687.4359999999965,3651.4130000000018,3604.672999999998,3434.1330000000021,3392.1630000000023,3353.5909999999972,3314.3100000000013,3283.6529999999971,3250.2510000000075,3221.0360000000046,3183.3820000000019,3161.6060000000011,3129.1869999999976,3096.131999999996,3053.7829999999944,2897.2839999999992,2858.8099999999977,2823.4109999999991,2787.5679999999948,2759.6880000000001,2729.3029999999967,2702.8700000000031,2669.2320000000004,2649.7139999999977,2620.6189999999997,2591.174000000005,2552.8440000000005,2411.4989999999971,2377.1649999999968,2345.5909999999953,2313.1910000000003,2288.1920000000014,2261.3520000000008,2237.8759999999997,2208.3750000000018,2190.8269999999984,2165.7450000000017,2139.7119999999968,2105.9349999999986,1982.3200000000004,1952.6639999999995,1925.0369999999987,1896.793999999999,1875.1260000000018,1851.7810000000006,1831.5470000000016,1806.1140000000003,1791.1799999999978,1769.2710000000027,1746.5810000000008,1717.0520000000015,1609.795000000001,1583.9859999999987,1559.8599999999979,1534.8530000000003,1515.5639999999989,1494.9390000000008,1476.8109999999997,1454.1390000000006,1440.5590000000004,1421.0930000000017,1400.8730000000007,1374.2539999999985,1278.3930000000021,1255.2580000000019,1233.8790000000008,1211.9699999999973,1194.9180000000008,1176.8479999999988,1161.1199999999981,1141.4470000000001,1129.8649999999998,1113.143,1095.9969999999998,1073.777000000001,993.16600000000142,973.71000000000106,955.62699999999938,937.18300000000022,923.17000000000087,908.18500000000074,895.00299999999947,878.75899999999956,869.16300000000001,855.13599999999917,840.77999999999952,822.05599999999993,754.06599999999901,737.67999999999938,722.63899999999944,707.01300000000015,695.31199999999819,682.91599999999914,671.99799999999823,658.83200000000011,651.04899999999952,639.79000000000008,627.97299999999984,612.69600000000037,556.86399999999855,543.35099999999989,530.68000000000018,517.47,507.67199999999957,496.90599999999995,487.69900000000013,476.33100000000002,469.56399999999968,459.61999999999961,449.15,435.5999999999994,384.19299999999959,372.08699999999953,360.40599999999995,348.57900000000006,339.66700000000014,330.25099999999952,321.97199999999924,312.19799999999969,306.4670000000001,298.27499999999958,289.28899999999993,277.49900000000008,234.23999999999987,224.21999999999963,214.38999999999996,204.24699999999999,197.02700000000016,189.483,182.87799999999999,175.5150000000001,171.1080000000002,165.14999999999981,158.48700000000002,150.04400000000001,121.14000000000011,114.82400000000011,108.52200000000006,102.0440000000001,97.704000000000093,93.031999999999968,89.278000000000191,84.967000000000127,81.978000000000009,78.446000000000097,74.592000000000112,69.301999999999992,53.122000000000028,49.995000000000005,46.481000000000009,42.33000000000002,39.617000000000047,36.717000000000041,34.382999999999988,31.690000000000012,29.894000000000016,27.811000000000007,25.465000000000003,22.344000000000023,13.834999999999997,12.400999999999991,10.789999999999992,8.9239999999999924,7.7909999999999924,6.6599999999999921,5.8179999999999934,4.9689999999999941,4.4489999999999945,3.9299999999999931,3.4069999999999938,0
<=2019,EarnedPrem,17880814.710000012,17010911.900000013,17206116.099999972,17046424.009999998,17208693.739999995,17080400.11999999,17182017.880000051,17120490.789999973,17154628.819999974,17123019.439999972,17038355.96000002,16898301.340000015,16706293.649999993,15946593.160000002,16238744.809999989,16103685.369999984,16337786.140000008,16220797.329999989,16361041.159999995,16309629.969999975,16333187.020000024,16314244.829999991,16235537.890000023,16099830.280000038,15909208.469999984,15098643.319999997,15359879.02,15219911.750000019,15429435.95000001,15309560.640000015,15436768.650000017,15376358.020000003,15377436.070000041,15352268.669999991,15268866.329999991,15130623.190000001,14935374.899999989,14120625.390000002,14349250.18000002,14214706.330000017,14403565.430000013,14288348.000000006,14411094.36000002,14348287.270000013,14328317.510000018,14293481.239999995,14215042.609999999,14084704.719999997,13900291.819999989,13164856.929999992,13379618.060000014,13257549.97999998,13411363.630000003,13307943.589999996,13434133.130000027,13378027.559999987,13359485.000000017,13326864.219999976,13258993.929999992,13141074.090000018,12975460.269999987,12322442.060000006,12526502.099999996,12416880.660000006,12564987.699999979,12473470.430000011,12605158.86000004,12556138.999999981,12540778.250000011,12511253.959999986,12454580.979999993,12349219.580000021,12201661.979999954,11625826.850000001,11829361.039999999,11732929.329999983,11879245.040000033,11799110.719999991,11928617.019999992,11886619.630000001,11877619.929999981,11854322.359999981,11809612.580000006,11716812.090000015,11585709.880000005,11064010.049999995,11229765.950000023,11141235.199999966,11245356.899999997,11172597.080000021,11290356.709999997,11250771.919999989,11241576.629999995,11220110.619999975,11180236.720000014,11097018.49,10979091.209999977,10513430.680000022,10632071.380000016,10553174.350000007,10636047.849999992,10570432.95999999,10657947.470000004,10619501.269999981,10605509.270000003,10585293.239999989,10541071.030000005,10466470.639999984,10361170.970000004,9937097.879999999,10007215.65000001,9932259.0800000094,9987709.9299999923,9926247.0199999921,9983038.1999999732,9942799.7399999853,9912663.1799999978,9888620.9699999783,9842659.8299999889,9773926.900000019,9679011.580000015,9301574.0199999865,9370335.7200000063,9302263.9000000171,9352963.6299999785,9297058.880000012,9351298.5099999979,9314661.9499999993,9285654.8199999966,9264233.6499999836,9224991.099999981,9161996.8499999866,9075094.8899999894,8725075.0799999945,8788179.9599999934,8724847.0600000042,8773212.8099999931,8721319.0799999814,8772675.9199999906,8738352.7500000168,8710725.9700000007,8690463.5500000026,8654288.230000006,8595337.0199999996,8514002.0300000068,8183040.700000002,8256617.8800000064,8196505.3499999978,8245069.4499999965,8195822.0700000012,8248662.2499999963,8216030.9500000011,8191047.1500000004,8171712.8800000008,8141801.4599999879,8085319.4399999948,8007445.8299999954,7685843.1000000034,7744609.0699999956,7685884.3599999966,7727762.240000003,7679741.7800000012,7729638.5899999924,7697240.1300000101,7670612.6699999953,7650441.8400000008,7619444.229999993,7564586.0800000001,7489157.3299999908,7176440.4499999899,7225959.2199999997,7168148.390000008,7204324.7999999914,7157264.1299999999,7199109.0699999956,7166116.9099999955,7137673.1699999878,7116543.7099999981,7085141.1899999967,7031302.439999992,6957640.1100000078,6651575.0100000044,6691388.8000000035,6633770.7699999968,6662337.5099999923,6615477.1499999966,6648409.5400000131,6614340.7699999958,6583863.8400000026,6561689.1299999934,6529290.0600000052,6475994.5899999924,6403356.2300000098,6101330.9799999967,6128424.0500000017,6070319.7399999928,6089845.680000009,6042774.8200000012,6065781.1700000009,6030068.9399999985,5996109.5099999942,5972632.9700000118,5938174.1599999983,5884980.4999999907,5813127.3000000026,5513322.7199999932,5528661.9799999893,5469964.2100000018,5479976.650000006,5432917.3199999994,5446849.8999999976,5410264.0300000114,5374225.4799999995,5350106.8599999966,5315037.7300000107,5263126.1799999941,5193112.4700000118,4902642.2399999993,4909362.8499999996,4852433.4299999978,4855001.8099999996,4809355.3000000045,4815976.7900000047,4779973.9100000039,4743672.6300000008,4719683.6300000055,4685570.7100000009,4636438.6499999873,4570333.9600000046,4299575.0000000037,4301383.58,4248034.2299999939,4245506.0100000007,4203004.5599999968,4204213.6899999995,4169918.29,4134755.0100000044,4111706.94,4079280.4400000037,4033430.4399999939,3971897.3700000006,3721224.6399999978,3719640.120000001,3669318.2400000007,3661375.8699999992,3620641.2300000009,3615516.6199999987,3581608.7500000014,3545483.4500000016,3521982.3799999994,3488945.34,3444360.8399999994,3384379.7900000052,3143273.8100000047,3135101.379999998,3086197.4400000055,3073500.9900000007,3034265.7100000046,3021736.4299999992,2988650.0900000017,2952541.6100000041,2929769.3599999961,2898238.1499999971,2857453.5000000033,2803357.8099999973,2585981.7800000003,2575107.9499999983,2530589.5000000014,2516607.7400000026,2481515.4299999988,2464969.7000000007,2434726.11,2402221.1100000022,2381714.5599999991,2353167.899999998,2316375.0699999975,2268348.5800000029,2074204.0800000003,2061840.9400000006,2022121.3799999994,2007161.800000001,1975964.2199999993,1957915.0700000005,1930558.649999998,1902559.9000000015,1884445.8900000013,1859729.1500000015,1827664.5900000003,1786125.8200000019,1616772.3099999998,1602732.42,1566490.8700000003,1550482.8499999999,1521950.7100000023,1502037.2100000009,1475784.1399999992,1447992.5599999987,1430379.7200000014,1405293.9500000002,1374126.5700000008,1333856.9600000007,1164772.9899999998,1142700.1799999995,1106183.0600000003,1085988.9500000002,1057800.9900000002,1034488.9100000007,1008960.9700000004,982128.42000000016,965765.77999999968,942108.60000000009,913639.56000000064,877008.98000000068,725455.58000000054,700273.18999999925,667863.10000000068,646541.22000000102,622230.14,600130.54000000015,578670.62999999942,556508.6600000005,543084.47999999986,523992.12999999983,502886.34000000049,475842.69000000041,373851.47000000026,356424.35999999987,335579.86999999953,321075.96999999991,306461.38999999984,292976.13000000012,280755.22999999986,267904.3,259074.20000000016,248110.32999999987,235741.1699999999,219140.07000000018,165618.66000000021,156992.09999999986,146077.66999999972,135836.84999999998,126997.68999999984,118246.80000000002,110725.31000000001,102601.23000000007,96923.459999999934,90406.889999999985,82920.23000000001,73201.159999999945,45264.87000000001,41159.74000000002,36327.44000000001,30833.910000000036,26889.889999999992,23186.599999999962,20376.719999999972,17688.279999999962,15995.850000000022,14308.880000000006,12540.049999999997,0
<=2019,ReinsPrem,3777571.8099999945,3588990.0000000019,3623782.9700000095,3593687.2600000072,3614761.8800000031,3588021.6700000046,3604873.7200000011,3592390.3800000027,3595545.0199999926,3600645.1500000041,3584214.460000006,3556687.4799999958,3516997.52,3358397.4300000039,3410886.4100000053,3386506.0800000015,3420725.1900000037,3396408.709999999,3422581.439999999,3412814.2300000051,3415001.9399999911,3424787.9000000036,3410525.28,3384812.5000000047,3345528.7299999967,3175905.4000000013,3221612.4699999965,3196300.5999999982,3226477.4700000039,3201715.9799999967,3225497.2800000035,3214121.2800000007,3212227.0299999937,3220441.0699999966,3205130.3599999994,3178898.8600000022,3138810.1799999983,2968567.4800000014,3004755.9999999995,2979846.96,3006022.8899999955,2982254.14,3005323.3099999959,2993265.930000002,2987162.3800000008,2990188.4299999918,2975656.0700000012,2951155.3800000041,2913871.9700000063,2763209.1999999988,2796771.0099999928,2774219.5700000017,2795585.7999999961,2774622.7500000009,2798815.8400000017,2788099.6799999969,2782578.1699999995,2784655.65,2771812.7899999986,2749297.3300000024,2715814.6799999955,2581811.4899999993,2613183.6099999989,2592652.1600000043,2613458.0300000035,2594815.9299999983,2620140.7899999972,2610547.179999995,2605654.2200000021,2606918.1999999951,2595841.7700000033,2575319.5399999935,2545368.8000000012,2427346.3199999984,2459372.7699999963,2441348.5400000014,2462380.4399999985,2445962.6800000016,2470698.9199999995,2462410.350000002,2458760.3799999971,2460707.4800000009,2451800.3999999985,2433615.7099999967,2406904.459999999,2300135.0000000033,2327682.0899999989,2311427.8499999987,2326162.5100000021,2311434.8700000048,2334053.9500000007,2326510.819999997,2323209.5099999988,2325280.1700000018,2317350.6799999969,2301046.8699999931,2277037.1999999946,2180904.35,2200573.1700000009,2186050.179999996,2197408.3199999989,2184042.3400000017,2200588.8299999982,2193170.8000000021,2189085.7399999984,2191036.5399999996,2182363.6500000027,2167626.3899999945,2146037.3300000019,2057570.540000001,2068382.0799999994,2054274.6599999941,2061216.9500000014,2048551.21,2059469.8900000008,2051610.2699999975,2044649.5799999975,2044267.8699999959,2035002.3200000024,2021174.7599999993,2001400.290000001,1921760.9400000006,1932502.5499999989,1919514.0500000005,1925858.3099999987,1914159.1300000004,1924571.0899999987,1917311.0900000015,1910611.0199999984,1910257.4800000025,1902106.5600000017,1889234.810000001,1870934.5600000005,1796374.7599999977,1806171.4299999995,1793947.6800000011,1799929.6800000023,1788959.2399999979,1798714.7899999996,1791787.3699999989,1785301.8699999994,1784629.8700000013,1776930.4100000011,1764687.170000002,1747379.0400000007,1676294.3099999998,1687802.8699999969,1676025.3400000005,1681990.2299999986,1671451.1799999981,1681228.0100000009,1674466.3700000013,1668370.9100000006,1667289.4299999995,1660579.880000002,1648665.0899999982,1631971.4299999997,1562571.7500000023,1571312.1900000002,1559678.4400000023,1564422.2400000021,1554048.2000000014,1563347.8300000003,1556528.5800000024,1550112.4600000028,1548375.6100000006,1541414.0999999987,1529729.0200000009,1513499.1200000003,1445883.4399999983,1452863.0899999992,1441360.9999999993,1445139.9100000018,1434974.6700000004,1442669.8100000054,1435694.0499999998,1428960.7699999979,1426634.4299999995,1419575.5400000003,1408067.6799999992,1392243.1599999981,1326321.7899999996,1331533.6399999999,1320075.060000001,1322591.6099999989,1312542.8700000015,1318531.1699999995,1311371.2899999989,1304357.0100000005,1301531.2500000021,1294361.8699999989,1283066.9999999998,1267661.5100000009,1203392.1600000008,1206405.93,1194975.519999997,1196101.4799999981,1186189.4400000011,1190376.3200000003,1183014.3199999984,1175543.9599999979,1172262.4099999995,1164885.2,1153791.3800000024,1138801.0699999984,1076151.9299999983,1077215.2200000002,1065787.0000000005,1065421.9300000002,1055662.2099999997,1058165.7800000007,1050723.4699999995,1043015.0599999985,1039400.5799999997,1032013.5100000002,1021290.44,1006844.6800000004,946741.97999999847,946340.82000000065,935299.3399999995,933821.78000000026,924448.49999999884,925579.79999999981,918306.0299999998,910662.79000000097,906899.62000000046,899785.74999999837,889718.16999999958,876214.71999999881,820589.00000000012,819454.82999999961,809175.33000000124,807060.63000000059,798430.9299999997,798591.24999999988,791751.95000000007,784517.79,780831.14999999944,774210.23,764961.03000000026,752587.34000000043,701827.06999999913,700291.09000000008,690709.69999999902,687917.85000000021,679798.45999999961,678818.64,672162.70999999938,664895.35000000009,661015.8000000004,654392.07000000018,645533.28000000014,633638.82999999973,585406.6300000007,582728.04999999993,573436.49999999977,569989.62000000058,562203.3600000001,559734.9700000002,553251.22999999986,546008.91000000061,542100.11000000022,535755.39000000048,527609.95000000042,516802.89000000013,473010.72,469836.01000000059,461313.86000000028,457685.48000000021,450656.3299999999,447262.91000000003,441260.90000000072,434700.40999999992,431043.47000000003,425204.1999999999,417654.92000000027,407830.24000000034,367739.41999999993,364145.10999999981,356485.88000000018,352731.47000000009,346386.15999999957,342644.61000000028,337200.80999999971,331674.58999999968,328377.93999999989,323480.61999999994,317081.02000000014,308845.46000000025,275187.72000000044,271785.33000000013,265105.40999999997,261666.53999999992,256301.08999999997,252638.12999999998,247796.25999999972,242776.92999999979,239698.68,235264.73000000013,229735.55000000008,222648.09999999995,192859.92999999993,188878.49000000002,182628.02000000008,179011.40000000005,174158.01000000015,170227.65000000011,165838.92000000007,161265.11999999994,158508.84000000003,154495.58999999997,149607.34999999998,143318.14000000013,117028.31000000006,112581.32000000009,107051.77999999978,103304.83000000009,99163.97999999985,95434.089999999924,91761.93999999993,87986.900000000023,85721.879999999903,82486.670000000086,78900.320000000036,74312.959999999905,56831.330000000016,53783.249999999956,50264.249999999971,47759.720000000052,45338.919999999962,43111.959999999985,41076.749999999935,38928.169999999955,37462.79,35654.950000000004,33620.139999999985,30885.72,21995.549999999985,20525.849999999988,18733.679999999971,16995.44000000001,15579.550000000007,14162.870000000014,12941.020000000006,11667.63,10821.530000000012,9896.8300000000017,8878.5599999999977,7629.7900000000018,4203.1800000000057,3721.9500000000025,3203.7700000000027,2678.1100000000042,2330.9500000000035,2055.79,1878.6099999999988,1694.2800000000004,1571.9699999999984,1438.4399999999976,1291.499999999997,0
<=2019,IncClaims,13953284.719999997,17047784.75999999,13287073.239999987,13467262.68,11722687.500000015,14608526.220000004,11549423.969999991,12931109.950000001,12420294.040000023,12878111.469999995,14583530.170000004,12990679.730000027,13527586.27999999,16477484.739999991,12831510.35000002,13003062.809999993,11296307.249999978,14050126.909999983,11089358.899999991,12392430.990000004,11875593.239999996,12291743.730000023,13891066.389999991,12347101.080000017,12823768.820000002,15490050.529999981,12039290.669999976,12190854.450000007,10571355.349999964,13127621.499999989,10345467.479999984,11540853.599999972,11038743.069999993,11407266.160000008,12869509.890000008,11417953.390000001,11831757.720000021,14218095.449999981,11043120.529999975,11172920.310000002,9678439.4699999783,12006490.710000006,9451782.7300000042,10532777.320000002,10065748.460000008,10391289.250000002,11712518.110000003,10380569.410000002,10742467.959999995,12928454.120000001,10035859.209999999,10137641.799999991,8776875.5300000198,10880999.539999997,8558750.3900000062,9531648.980000006,9105944.1399999876,9393915.0599999838,10581579.159999983,9372962.319999991,9692903.7899999656,11713757.569999991,9096160.2400000151,9180284.9600000195,7952167.2300000023,9862192.7800000068,7758272.5899999961,8642234.310000021,8261272.7499999981,8524332.7899999861,9604958.9700000137,8510812.4300000034,8804072.4299999774,10687292.270000005,8303462.4700000118,8373277.9699999988,7256794.6999999965,9003268.0899999905,7083554.1299999952,7893211.4400000004,7550090.5699999947,7792216.4200000027,8783063.3899999969,7785215.2400000021,8055991.4500000002,9819143.100000022,7637311.7800000077,7698010.570000004,6676697.6599999946,8287613.7000000002,6522830.469999982,7271622.1800000016,6961596.7600000119,7187204.2600000044,8105342.0699999994,7188246.8600000069,7441960.3800000008,9110168.5899999812,7092142.3699999964,7144710.8500000099,6200076.1300000073,7698928.3200000059,6060638.6700000111,6758674.7099999879,6474217.9100000113,6685972.6099999966,7542877.2200000072,6692260.8999999966,6931686.4399999976,8512388.9500000104,6632200.0900000008,6679702.349999995,5799989.0200000033,7205216.9299999978,5674056.8000000035,6330427.4800000135,6067672.7500000047,6268238.1800000016,7074585.1699999804,6279809.7000000039,6508548.7999999961,8010592.6500000032,6242565.6799999969,6287956.5700000003,5461597.9600000102,6786224.1499999994,5345333.4600000009,5965009.3999999994,5718929.3299999954,5908860.9199999953,6670333.7100000009,5922175.8999999985,6139588.3500000201,7558537.5200000023,5890753.9899999993,5935371.7299999902,5156294.1600000067,6407457.5900000008,5047890.0799999982,5633749.4999999823,5401955.509999997,5581965.5499999933,6302024.2700000061,5595600.5699999947,5801812.5199999996,7136351.8699999973,5560531.2799999928,5604734.230000006,4868946.7500000047,6049921.2500000028,4766555.0500000054,5319643.1100000003,5100271.1199999992,5270222.1500000022,5949870.7300000004,5282378.6900000079,5476675.589999998,6721100.6499999836,5235512.7500000028,5279771.6599999918,4585636.43,5696617.6300000055,4488122.4500000048,5008185.8899999931,4800592.1299999943,4960247.3400000017,5599384.2999999961,4970304.6199999973,5152332.6599999974,6304791.1399999987,4909217.5999999987,4953642.7199999923,4301083.1299999906,5341645.5900000008,4208247.6700000083,4694848.5,4498496.1600000039,4647398.5200000042,5245182.2799999993,4654476.9399999948,4823579.5699999975,5879660.9600000074,4575442.5099999988,4619509.72,4008709.7000000053,4976243.8099999949,3919544.3499999959,4371096.790000001,4186003.4300000025,4323508.9900000067,4877959.1199999955,4326528.5000000037,4481375.7999999933,5436320.4399999967,4226826.9100000039,4269012.2799999975,3701704.680000003,4592285.3499999968,3615712.4400000032,4029975.08,3856162.3400000012,3981350.4200000064,4489425.0799999954,3979249.9099999918,4118818.5599999987,4964683.5499999952,3855735.8900000025,3895912.76,3374756.6300000013,4183404.2999999947,3292275.8599999966,3667054.91,3505658.5600000047,3617971.460000006,4077426.7500000042,3611533.55,3735303.8000000007,4471576.5700000012,3469091.4099999936,3507968.5000000023,3035639.18,3760092.4000000027,2957993.9499999979,3292711.5400000047,3145022.6100000017,3244352.2600000002,3654617.6699999985,3234949.4899999974,3343557.5800000019,3979303.5300000054,3084704.3999999976,3121748.6099999957,2699110.6799999978,3341235.4400000009,2627708.5099999988,2923415.869999995,2789949.7699999968,2876832.25,3238953.9700000021,2864992.8099999996,2958854.1900000018,3499734.6900000009,2709946.0400000024,2743245.2200000021,2368664.2400000049,2928958.9800000009,2301253.040000001,2557427.0999999996,2436648.3399999989,2510191.0199999972,2822299.9700000007,2492890.9199999995,2569802.949999996,3008556.8999999962,2324394.8300000015,2352148.3199999984,2027240.9300000013,2502942.6499999985,1964251.5499999956,2180187.8199999998,2073354.6000000008,2134103.7200000007,2396855.3099999968,2114834.5600000015,2177982.2500000014,2524608.9900000002,1946830.3199999984,1972631.8199999994,1697485.1500000004,2093409.5799999991,1642081.5300000007,1820697.1900000006,1728785.4199999997,1778199.6800000011,1995081.4899999981,1757770.93,1807838.9800000004,2066630.1199999966,1589986.4199999997,1613910.2800000003,1385555.6700000004,1705901.1200000006,1337021.5,1480244.3200000026,1403013.1399999994,1441934.0099999993,1616197.3799999994,1421858.0899999999,1460331.489999997,1642947.2300000025,1260045.1899999995,1280619.5600000005,1095672.4000000008,1345225.0499999996,1051990.7200000014,1161033.8799999997,1095337.2200000016,1123089.55,1253960.8300000003,1098173.7799999991,1121750.8900000027,1209011.1799999988,918320.99999999977,932372.56,790524.11000000022,963660.7799999991,749339.60000000102,821668.58,768610.28999999969,784763.63999999966,871094.0999999987,757257.23000000021,766778.60000000079,770418.91999999946,576587.53999999876,587181.84999999974,490189.19999999984,590825.88000000012,455997.78999999957,495073.11999999982,456935.78999999946,463297.54999999981,510451.0999999998,439929.96000000031,441472.66000000009,406392.81000000006,300676.66000000003,312578.92999999988,257542.16000000006,308098.62999999983,237772.73999999979,256828.93999999983,234273.82000000004,235518.04000000021,258481.09999999995,220857.85000000009,218979.00000000015,183401.43000000023,134818.00999999992,143292.80000000013,114617.45000000003,134229.41999999998,101450.36000000003,107041.87999999993,94467.020000000062,92775.919999999955,99296.860000000117,81865.81,77208.990000000005,51677.400000000038,36339.290000000037,36950.79000000003,26937.349999999973,29368.920000000002,20557.230000000021,20327.199999999993,16782.280000000013,15764.800000000014,16161.190000000021,12704.570000000012,0
